id,code_dx,name,psychiatry,vts,others
cie10_66,A157,"Tuberculosis respiratoria primaria, confirmada bacteriologica e histologicamente",False,False,True
cie10_67,A158,"Otras tuberculosis respiratorias, confirmadas bacteriologica e histologicamente",False,False,True
cie10_68,A159,"Tuberculosis respiratoria no especificada, confirmada bacteriologicamente e histologicamente",False,False,True
cie10_69,A160,"Tuberculosis del pulmon, con examen bacteriologico e histologico negativos",False,False,True
cie10_70,A161,"Tuberculosis del pulmon, sin examen bacteriologico e histologico",False,False,True
cie10_71,A162,"Tuberculosis de pulmon, sin mencion de confirmacion bacteriologica o histologica",False,False,True
cie10_72,A163,"Tuberculosis de ganglios linfaticos intratoracicos, sin mencion de confirmacion bacteriologica o histologica",False,False,True
cie10_73,A164,"Tuberculosis de laringe, traquea y bronquios, sin mencion de confirmacion bacteriologica o histologica",False,False,True
cie10_74,A165,"Pleuresia tuberculosa, sin mencion de confirmacion bacteriologica e histologica",False,False,True
cie10_75,A167,"Tuberculosis respiratoria primaria, sin mencion de confirmacion bacteriologica e histologica",False,False,True
cie10_76,A168,"Otras tuberculosis respiratorias, sin mencion de confirmacion",False,False,True
cie10_77,A169,"Tuberculosis respiratoria no especificada, sin mencion de confirmacion bacteriologica o histologica",False,False,True
cie10_78,A170,Meningitis tuberculosa (g01),False,False,True
cie10_79,A171,Tuberculoma meningeo (g07),False,False,True
cie10_80,A178,Otras tuberculosis del sistema nervioso,False,False,True
cie10_81,A179,"Tuberculosis del sistema nervioso, no especificada (g99.8)",False,False,True
cie10_82,A180,Tuberculosis de huesos y articulaciones,False,False,True
cie10_83,A181,Tuberculosis del aparato genitourinario,False,False,True
cie10_84,A182,Linfadenopatia periferica tuberculosa,False,False,True
cie10_85,A183,"Tuberculosis de los intestinos, el peritoneo y los ganglios mesentericos",False,False,True
cie10_86,A184,Tuberculosis de la piel y el tejido subcutaneo,False,False,True
cie10_87,A185,Tuberculosis del ojo,False,False,True
cie10_88,A186,Tuberculosis del oido,False,False,True
cie10_89,A187,Tuberculosis de glandulas suprarrenales (e35.1),False,False,True
cie10_90,A188,Tuberculosis de otros organos especificados,False,False,True
cie10_91,A190,Tuberculosis miliar aguda de un solo sitio especificado,False,False,True
cie10_92,A191,Tuberculosis miliar aguda de sitios multiples,False,False,True
cie10_93,A192,"Tuberculosis miliar aguda, no especificada",False,False,True
cie10_94,A198,Otras tuberculosis miliares,False,False,True
cie10_95,A199,"Tuberculosis miliar, sin otra especificacion",False,False,True
cie10_96,A200,Peste bubonica,False,False,True
cie10_97,A201,Peste celulocutanea,False,False,True
cie10_98,A202,Peste neumonica,False,False,True
cie10_99,A203,Meningitis por peste,False,False,True
cie10_100,A207,Peste septicemica,False,False,True
cie10_101,A208,Otras formas de peste,False,False,True
cie10_102,A209,"Peste, no especificada",False,False,True
cie10_103,A210,Tularemia ulceroglandular,False,False,True
cie10_104,A211,Tularemia oculoglandular,False,False,True
cie10_105,A212,Tularemia pulmonar,False,False,True
cie10_106,A213,Tularemia gastrointestinal,False,False,True
cie10_107,A217,Tularemia generalizada,False,False,True
cie10_108,A218,Otras formas de tularemia,False,False,True
cie10_109,A219,"Tularemia , no especificada",False,False,True
cie10_110,A220,Carbunco cutaneo,False,False,True
cie10_111,A221,Carbunco pulmonar,False,False,True
cie10_112,A222,Carbunco gastrointestinal,False,False,True
cie10_113,A227,Carbunco septicemico,False,False,True
cie10_114,A228,Otras formas de carbunco,False,False,True
cie10_115,A229,"Carbunco, no especificado",False,False,True
cie10_116,A230,Brucelosis debida a brucella melitensis,False,False,True
cie10_117,A231,Brucelosis debida a brucella abortus,False,False,True
cie10_118,A232,Brucelosis debida a brucella suis,False,False,True
cie10_119,A233,Brucelosis debida a brucella canis,False,False,True
cie10_120,A238,Otras brucelosis,False,False,True
cie10_121,A239,"Brucelosis, no especificada",False,False,True
cie10_122,A240,Muermo,False,False,True
cie10_123,A241,Melioidosis aguda y fulminante,False,False,True
cie10_124,A242,Melioidosis subaguda y cronica,False,False,True
cie10_125,A243,Otras melioidosis,False,False,True
cie10_126,A244,"Melioidosis , no especificada",False,False,True
cie10_127,A250,Espirilosis,False,False,True
cie10_128,A251,Estreptobacilosis,False,False,True
cie10_129,A259,"Fiebre por mordedura de rata, no especificada",False,False,True
cie10_130,A260,Erisipeloide cutaneo,False,False,True
cie10_131,A267,Septicemia por erysipelothrix,False,False,True
cie10_132,A268,Otras formas de erisipeloide,False,False,True
cie10_133,A269,"Erisipeloide, no especificada",False,False,True
cie10_134,A270,Leptospirosis icterohemorragica,False,False,True
cie10_135,A278,Otras formas de leptospirosis,False,False,True
cie10_136,A279,"Leptospirosis, no especificada",False,False,True
cie10_137,A280,Pasteurelosis,False,False,True
cie10_138,A281,Enfermedad por rasguño de gato,False,False,True
cie10_139,A282,Yersiniosis extraintestinal,False,False,True
cie10_140,A288,"Otras enfermedades zoonoticas bacterianas especificadas, no clasificadas en otra parte",False,False,True
cie10_141,A289,"Enfermedad zoonotica bacteriana, sin otra especificacion",False,False,True
cie10_142,A300,Lepra indeterminada,False,False,True
cie10_143,A301,Lepra tuberculoide,False,False,True
cie10_144,A302,Lepra tuberculoide limitrofe,False,False,True
cie10_145,A303,Lepra limitrofe,False,False,True
cie10_146,A304,Lepra lepromatosa limitrofe,False,False,True
cie10_147,A305,Lepra lepromatosa,False,False,True
cie10_148,A308,Otras formas de lepra,False,False,True
cie10_149,A309,"Lepra, no especificada",False,False,True
cie10_150,A310,Infecciones por micobacterias pulmonares,False,False,True
cie10_151,A311,Infeccion cutanea por micobacterias,False,False,True
cie10_152,A318,Otras infecciones por micobacterias,False,False,True
cie10_153,A319,"Infeccion por micobacteria, no especificada",False,False,True
cie10_154,A320,Listeriosis cutanea,False,False,True
cie10_155,A321,Meningitis y meningoencefalitis listeriana,False,False,True
cie10_156,A327,Septicemia listeriana,False,False,True
cie10_157,A328,Otras formas de listeriosis,False,False,True
cie10_158,A329,"Listeriosis, no especificada",False,False,True
cie10_159,A360,Difteria faringea,False,False,True
cie10_160,A361,Difteria nasofaringea,False,False,True
cie10_161,A362,Difteria laringea,False,False,True
cie10_162,A363,Difteria cutanea,False,False,True
cie10_163,A368,Otras difterias,False,False,True
cie10_164,A369,"Difteria, no especificada",False,False,True
cie10_165,A370,Tos ferina debida a bordetella pertussis,False,False,True
cie10_166,A371,Tos ferina debida a bordetella parapertussis,False,False,True
cie10_167,A378,Tos ferina debida a otras especies de bordetella,False,False,True
cie10_168,A379,"Tos ferina, no especificada",False,False,True
cie10_169,A390,Meningitis meningococica (g01),False,False,True
cie10_170,A391,Sindrome de waterhouse,False,False,True
cie10_171,A392,Meningococemia aguda,False,False,True
cie10_172,A393,Meningococemia cronica,False,False,True
cie10_173,A394,"Meningococemia, no especificada",False,False,True
cie10_174,A395,Enfermedad cardiaca debida a meningococo,False,False,True
cie10_175,A398,Otras infecciones meningococicas,False,False,True
cie10_176,A399,"Infeccion meningococica, no especificada",False,False,True
cie10_177,A400,"Septicemia debida a estreptococo, grupo a",False,False,True
cie10_178,A401,"Septicemia debida a estreptococo, grupo b",False,False,True
cie10_179,A402,"Septicemia debida a estreptococo, grupo d",False,False,True
cie10_180,A403,Septicemia debida a streptococcus pneumoniae,False,False,True
cie10_181,A408,Otras septicemias estreptococicas,False,False,True
cie10_182,A409,"Septicemia estreptococica, no especificada",False,False,True
cie10_183,A410,Septicemia debida staphylococcus aureus,False,False,True
cie10_184,A411,Septicemia debida a otro estafilococo especificado,False,False,True
cie10_185,A412,Septicemia debida a estafilococo no especificado,False,False,True
cie10_186,A413,Septicemia debida a haemophilus influenzae,False,False,True
cie10_187,A414,Septicemia debida a anaerobios,False,False,True
cie10_188,A415,Septicemia debida a otros organismos gramnegativos,False,False,True
cie10_189,A418,Otras septicemias especificadas,False,False,True
cie10_190,A419,"Septicemia, no especificada",False,False,True
cie10_191,A420,Actinomicosis pulmonar,False,False,True
cie10_192,A421,Actinomicosis abdominal,False,False,True
cie10_193,A422,Actinomicosis cervicofacial,False,False,True
cie10_194,A427,Septicemia actinomicotica,False,False,True
cie10_195,A428,Otras formas de actinomicosis,False,False,True
cie10_196,A429,"Actinomicosis, sin otra especificacion",False,False,True
cie10_197,A430,Nocardiosis pulmonar,False,False,True
cie10_198,A431,Nocardiosis cutanea,False,False,True
cie10_199,A438,Otras formas de nocardiosis,False,False,True
cie10_200,A439,"Norcardiosis , no especificada",False,False,True
cie10_201,A440,Bartonelosis sistemica,False,False,True
cie10_202,A441,Bartonelosis cutanea y mucocutanea,False,False,True
cie10_203,A448,Otras formas de bartonelosis,False,False,True
cie10_204,A449,"Bartonelosis, no especificada",False,False,True
cie10_205,A480,Gangrena gaseosa,False,False,True
cie10_206,A481,Enfermedad de los legionarios,False,False,True
cie10_207,A482,Enfermedad de los legionarios no neumonica [fiebre de pontiac],False,False,True
cie10_208,A483,Sindrome de choque toxico,False,False,True
cie10_209,A484,Fiebre purpurica brasileña,False,False,True
cie10_210,A488,Otras enfermedades bacterianas especificadas,False,False,True
cie10_211,A490,"Infeccion estafilococica, sin otra especificacion",False,False,True
cie10_212,A491,"Infeccion estreptococica, sin otra especificacion",False,False,True
cie10_213,A492,"Infeccion por haemophilus influenzae, sin otra especificacion",False,False,True
cie10_214,A493,"Infeccion por micoplasma, sin otra especificacion",False,False,True
cie10_215,A498,Otras infecciones bacterianas de sitio no especificado,False,False,True
cie10_216,A499,"Infeccion bacteriana, no especificada",False,False,True
cie10_217,A500,"Sifilis congenita precoz, sintomatica",False,False,True
cie10_218,A501,"Sifilis congenita precoz, latente",False,False,True
cie10_219,A502,Sifilis congenita precoz sin otra especificacion,False,False,True
cie10_220,A503,Oculopatia sifilitica congenita tardia,False,False,True
cie10_221,A504,Neurosifilis congenita tardia [neurosifilis juvenil],False,False,True
cie10_222,A505,"Otras formas de sifilis congenita tardia, sintomatica",False,False,True
cie10_223,A506,"Sifilis congenita tardia, latente",False,False,True
cie10_224,A507,"Sifilis congenita tardia, sin otra especificacion",False,False,True
cie10_225,A509,"Sifilis congenita, sin otra especificacion",False,False,True
cie10_226,A510,Sifilis genital primaria,False,False,True
cie10_227,A511,Sifilis primaria anal,False,False,True
cie10_228,A512,Sifilis primaria en otros sitios,False,False,True
cie10_229,A513,Sifilis secundaria de piel y membranas mucosas,False,False,True
cie10_230,A514,Otras sifilis secundarias,False,False,True
cie10_231,A515,"Sifilis precoz, latente",False,False,True
cie10_232,A519,"Sifilis precoz, sin otra especificacion",False,False,True
cie10_233,A520,Sifilis cardiovascular,False,True,False
cie10_234,A521,Neurosifilis sintomatica,False,True,False
cie10_235,A522,Neurosifilis asintomatica,False,True,False
cie10_236,A523,Neurosifilis no especificada,False,True,False
cie10_237,A527,Otras sifilis tardias sintomaticas,False,True,False
cie10_238,A528,"Sifilis tardia, latente",False,True,False
cie10_239,A529,"Sifilis tardia, no especificada",False,True,False
cie10_240,A530,"Sifilis latente, no especificada como precoz o tardia",False,True,False
cie10_241,A539,"Sifilis, no especificada",False,True,False
cie10_242,A540,Infeccion gonococica del tracto genitourinario inferior sin absceso periuretral o de glandula accesoria,False,True,False
cie10_243,A541,Infeccion gonococica del tracto genitourinario inferior con absceso periuretral y de glandulas accesorias,False,True,False
cie10_244,A542,Pelviperitonitis gonococica y otras infecciones gonococicas genitourinarias,False,True,False
cie10_245,A543,Infeccion gonococica del ojo,False,True,False
cie10_246,A544,Infeccion gonococica del sistema osteomuscular,False,True,False
cie10_247,A545,Faringitis gonococica,False,True,False
cie10_248,A546,Infeccion gonococica del ano y del recto,False,True,False
cie10_249,A548,Otras infecciones gonococicas,False,True,False
cie10_250,A549,"Infeccion, gonococica, no especificada",False,True,False
cie10_251,A560,Infeccion del tracto genitourinario inferior debida a clamidias,False,True,False
cie10_252,A561,Infeccion del pelviperitoneo y otros organos genitourinarios debida a clamidias,False,True,False
cie10_253,A562,"Infecciones del tracto genitourinario debidas a clamidias, sin otra especificacion",False,True,False
cie10_254,A563,Infeccion del ano y del recto debida a clamidias,False,True,False
cie10_255,A564,Infeccion de faringe debida a clamidias,False,True,False
cie10_256,A568,Infeccion de transmision sexual de otros sitios debida a clamidias,False,True,False
cie10_257,A590,Tricomoniasis urogenital,False,True,False
cie10_258,A598,Tricomoniasis de otros sitios,False,True,False
cie10_259,A599,"Tricomoniasis, no especificada",False,True,False
cie10_260,A600,Infeccion de genitales y trayecto urogenital y debida a virus del herpes [herpes simple],False,True,False
cie10_261,A601,Infeccion de la piel perianal y recto por virus del herpes simple,False,True,False
cie10_262,A609,"Infeccion anogenital por virus del herpes simple, sin otra especificacion",False,True,False
cie10_263,A630,Verrugas (venereas) anogenitales,False,True,False
cie10_264,A638,"Otras enfermedades de transmision predominantemente sexual, especificadas",False,True,False
cie10_265,A660,Lesiones iniciales de frambesia,False,False,True
cie10_266,A661,Lesiones papilomatosas multiples y frambesia con paso de cangrejo,False,False,True
cie10_267,A662,Otras lesiones precoces de la piel en la frambesia,False,False,True
cie10_268,A663,Hiperqueratosis de frambesia,False,False,True
cie10_269,A664,Goma y ulceras de frambesia,False,False,True
cie10_270,A665,Gangosa,False,False,True
cie10_271,A666,Lesiones frambesicas de los huesos y de las articulaciones,False,False,True
cie10_272,A667,Otras manifestaciones de frambesia,False,False,True
cie10_273,A668,Frambesia latente,False,False,True
cie10_274,A669,"Frambesia , no especificada",False,False,True
cie10_275,A670,Lesiones primarias de la pinta,False,False,True
cie10_276,A671,Lesiones intermedias de la pinta,False,False,True
cie10_277,A672,Lesiones tardias de la pinta,False,False,True
cie10_278,A673,Lesiones mixtas de la pinta,False,False,True
cie10_279,A679,"Pinta, no especificada",False,False,True
cie10_280,A680,Fiebre recurrente transmitida por piojos,False,False,True
cie10_281,A681,Fiebre recurrente transmitida por garrapatas,False,False,True
cie10_282,A689,"Fiebre recurrente, no especificada",False,False,True
cie10_283,A690,Estomatitis ulcerativa necrotizante,False,False,True
cie10_284,A691,Otras infecciones de vicent,False,False,True
cie10_285,A692,Enfermedad de lyme,False,False,True
cie10_286,A698,Otras infecciones especificadas por espiroquetas,False,False,True
cie10_287,A699,"Infeccion por espiroqueta, no especificada",False,False,True
cie10_288,A710,Estado inicial de tracoma,False,False,True
cie10_289,A711,Estado activo de tracoma,False,False,True
cie10_290,A719,"Tracoma, no especificado",False,False,True
cie10_291,A740,Conjuntivitis por clamidias (h13.1),False,False,True
cie10_292,A748,Otras enfermedades por clamidias,False,False,True
cie10_293,A749,"Infeccion por clamidias, no especificada",False,False,True
cie10_294,A750,Tifus epidemico debido a rickettsia prowazekii transmitido por piojos,False,False,True
cie10_295,A751,Tifus recrudescente [enfermedad de brill],False,False,True
cie10_296,A752,Tifus debido a rickettsia typhi,False,False,True
cie10_297,A753,Tifus debido a rickettsia tsutsugamushi,False,False,True
cie10_298,A759,"Tifus, no especificado",False,False,True
cie10_299,A770,Fiebre maculosa debido a rickettsia rickettsii,False,False,True
cie10_300,A771,Fiebre maculosa debido a rickettsia conorii,False,False,True
cie10_301,A772,Fiebre maculosa debido a rickettsia siberica,False,False,True
cie10_302,A773,Fiebre maculosa debido a rickettsia australis,False,False,True
cie10_303,A778,Otras fiebres maculosas,False,False,True
cie10_304,A779,"Fiebre maculosa, no especificada",False,False,True
cie10_305,A790,Fiebre de las trincheras,False,False,True
cie10_306,A791,Rickettsiosis pustulosa debida a rickettsia akari,False,False,True
cie10_307,A798,Otras rickettsiosis especificadas,False,False,True
cie10_308,A799,"Rickettsiosis, no especificada",False,False,True
cie10_309,A800,"Poliomielitis aguda paralitica, asociada a vacuna",False,False,True
cie10_310,A801,Poliomielitis aguda paralitica debida a virus salvaje importado,False,False,True
cie10_311,A802,Poliomielitis aguda paralitica debida a virus salvaje autoctono,False,False,True
cie10_312,A803,"Otras poliomielitis agudas paraliticas, y no las especificadas",False,False,True
cie10_313,A804,Poliomielitis aguda no paralitica,False,False,True
cie10_314,A809,"Poliomielitis aguda, sin otra especificacion",False,False,True
cie10_315,A810,Enfermedad de creutzfeldt,False,False,True
cie10_316,A811,Panencefalitis esclerosante subaguda,False,False,True
cie10_317,A812,Leucoencefalopatia multifocal progresiva,False,False,True
cie10_318,A818,Otras infecciones del sistema nervioso por virus atipico,False,False,True
cie10_319,A819,"Infecciones del sistema nervioso central por virus atipico, sin otra especificacion",False,False,True
cie10_320,A820,Rabia selvatica,False,False,True
cie10_321,A821,Rabia urbana,False,False,True
cie10_322,A829,"Rabia, sin otra especificacion",False,False,True
cie10_323,A830,Encefalitis japonesa,False,False,True
cie10_324,A831,Encefalitis equina del oeste,False,False,True
cie10_325,A832,Encefalitis equina del este,False,False,True
cie10_326,A833,Encefalitis de san luis,False,False,True
cie10_327,A834,Encefalitis australiana,False,False,True
cie10_328,A835,Encefalitis de california,False,False,True
cie10_329,A836,Enfermedad por virus rocio,False,False,True
cie10_330,A838,Otras encefalitis virales transmitidas por mosquitos,False,False,True
cie10_331,A839,"Encefalitis viral transmitida por mosquitos, sin otra especificacion",False,False,True
cie10_332,A840,Encefalitis del lejano oriente transmitida por garrapatas [encefalitis primaveroestival rusa],False,False,True
cie10_333,A841,Encefalitis centroeuropea transmitida por garrapatas,False,False,True
cie10_334,A848,Otras encefalitis virales transmitidas por garrapatas,False,False,True
cie10_335,A849,"Encefalitis viral transmitida por garrapatas, sin otra especificacion",False,False,True
cie10_336,A850,Encefalitis enteroviral (g05.1),False,False,True
cie10_337,A851,Encefalitis por adenovirus (g05.1),False,False,True
cie10_338,A852,"Encefalitis viral transmitida por artropodos, sin otra especificacion",False,False,True
cie10_339,A858,Otras encefalitis virales especificadas,False,False,True
cie10_340,A870,Meningitis enteroviral (g02.0),False,False,True
cie10_341,A871,Meningitis debida a adenovirus (g02.0),False,False,True
cie10_342,A872,Coriomeningitis linfocitica,False,False,True
cie10_343,A878,Otras meningitis virales,False,False,True
cie10_344,A879,"Meningitis viral, sin otra especificacion",False,False,True
cie10_345,A880,Fiebre exantematica enteroviral [exantema de boston],False,False,True
cie10_346,A881,Vertigo epidemico,False,False,True
cie10_347,A888,Otras infecciones virales especificadas del sistema nervioso central,False,False,True
cie10_348,A920,Enfermedad por virus chikungunya,False,False,True
cie10_349,A921,Fiebre de oÂ´nyong,False,False,True
cie10_350,A922,Fiebre equina venezolana,False,False,True
cie10_351,A923,Fiebre del oeste del nilo,False,False,True
cie10_352,A924,Fiebre del valle del rift,False,False,True
cie10_353,A928,Otras fiebres virales especificadas transmitidas por mosquitos,False,False,True
cie10_354,A929,"Fiebre viral transmitida por mosquito, sin otra especificacion",False,False,True
cie10_355,A930,Enfermedad por virus de oropouche,False,False,True
cie10_356,A931,Fiebre transmitida por flebotomos,False,False,True
cie10_357,A932,Fiebre de colorado transmitida por garrapatas,False,False,True
cie10_358,A938,Otras fiebres virales especificadas transmitidas por antropodos,False,False,True
cie10_359,A950,Fiebre amarilla selvatica,False,False,True
cie10_360,A951,Fiebre amarilla urbana,False,False,True
cie10_361,A959,"Fiebre amarilla, no especificada",False,False,True
cie10_362,A960,Fiebre hemorragica de junin,False,False,True
cie10_363,A961,Fiebre hemorragica de machupo,False,False,True
cie10_364,A962,Fiebre de lassa,False,False,True
cie10_365,A968,Otras fiebres hemorragicas por arenavirus,False,False,True
cie10_366,A969,"Fiebre hemorragica por arenavirus, sin otra especificacion",False,False,True
cie10_367,A980,Fiebre hemorragica de crimea,False,False,True
cie10_368,A981,Fiebre hemorragica de omsk,False,False,True
cie10_369,A982,Enfermedad de la selva de kyasanur,False,False,True
cie10_370,A983,Enfermedad por el virus de marburg,False,False,True
cie10_371,A984,Enfermedad por el virus de ebola,False,False,True
cie10_372,A985,Fiebres hemorragicas con sindrome renal,False,False,True
cie10_373,A988,Otras fiebres hemorragicas virales especificadas,False,False,True
cie10_374,B000,Eczema herpetico,False,False,True
cie10_375,B001,Dermatitis vesicular herpetica,False,False,True
cie10_376,B002,Gingivoestomatitis y faringoamigdalitis herpetica,False,False,True
cie10_377,B003,Meningitis herpetica (g02.0),False,False,True
cie10_378,B004,Encefalitis herpetica (g05.1),False,False,True
cie10_379,B005,Oculopatia herpetica,False,False,True
cie10_380,B007,Enfermedad herpetica diseminada,False,False,True
cie10_381,B008,Otras formas de infecciones herpeticas,False,False,True
cie10_382,B009,"Infeccion debida a el virus del herpes, no especificada",False,False,True
cie10_383,B010,Meningitis debida a la varicela (g02.0),False,False,True
cie10_384,B011,Encefalitis debida a la varicela (g05.1),False,False,True
cie10_385,B012,Neumonia debida a la varicela (j17.1),False,False,True
cie10_386,B018,Varicela con otras complicaciones,False,False,True
cie10_387,B019,Varicela sin complicaciones,False,False,True
cie10_388,B020,Encefalitis debida a herpes zoster (g05.1),False,False,True
cie10_389,B021,Meningitis debida a herpes zoster (g02.0),False,False,True
cie10_390,B022,Herpes zoster con otros compromisos del sistema nervioso,False,False,True
cie10_391,B023,Herpes zoster ocular,False,False,True
cie10_392,B027,Herpes zoster diseminado,False,False,True
cie10_393,B028,Herpes zoster con otras complicaciones,False,False,True
cie10_394,B029,Herpes zoster sin complicaciones,False,False,True
cie10_395,B050,Sarampion complicado con encefalitis (g05.1),False,False,True
cie10_396,B051,Sarampion complicado con meningitis (g02.0),False,False,True
cie10_397,B052,Sarampion complicado con neumonia (j17.1),False,False,True
cie10_398,B053,Sarampion complicado con otitis media (h67.1),False,False,True
cie10_399,B054,Sarampion con complicaciones intestinales,False,False,True
cie10_400,B058,Sarampion con otras complicaciones,False,False,True
cie10_401,B059,Sarampion sin complicaciones,False,False,True
cie10_402,B060,Rubeola con complicaciones neurologicas,False,False,True
cie10_403,B068,Rubeola con otras complicaciones,False,False,True
cie10_404,B069,Rubeola sin complicaciones,False,False,True
cie10_405,B080,Otras infecciones debidas a ortopoxvirus,False,False,True
cie10_406,B081,Molusco contagioso,False,False,True
cie10_407,B082,Exantema subito [sexta enfermedad],False,False,True
cie10_408,B083,Eritema infeccioso [quinta enfermedad],False,False,True
cie10_409,B084,Estomatitis vesicular enteroviral con exantema,False,False,True
cie10_410,B085,Faringitis vesicular enterovirica,False,False,True
cie10_411,B088,"Otras infecciones virales especificadas, caracterizadas por lesiones de la piel y de las membranas mucosas",False,False,True
cie10_412,B150,"Hepatitis aguda tipo a, sin coma hepatico",False,False,True
cie10_413,B159,"Hepatitis aguda tipo a, con coma hepatico",False,False,True
cie10_414,B160,"Hepatitis aguda tipo b, con agente delta (coinfeccion). con coma hepatico",False,False,True
cie10_415,B161,"Hepatitis aguda tipo b, con agente delta (coinfeccion), sin coma hepatico",False,False,True
cie10_416,B162,"Hepatitis aguda tipo b, sin agente delta, con coma hepatico",False,False,True
cie10_417,B169,"Hepatitis aguda tipo b, sin agente delta y sin coma hepatico",False,False,True
cie10_418,B170,Infeccion (superinfeccion) aguda por agente delta en el portador de hepatitis b,False,False,True
cie10_419,B171,Hepatitis aguda tipo c,False,False,True
cie10_420,B172,Hepatitis aguda tipo e,False,False,True
cie10_421,B178,Otras hepatitis virales agudas especificadas,False,False,True
cie10_422,B180,"Hepatitis viral tipo b cronica, con agente delta",False,False,True
cie10_423,B181,"Hepatitis viral tipo b cronica, sin agente delta",False,False,True
cie10_424,B182,Hepatitis viral tipo c cronica,False,False,True
cie10_425,B188,Otras hepatitis virales cronicas,False,False,True
cie10_426,B189,"Hepatitis viral cronica, sin otra especificacion",False,False,True
